,Longitude,Latitude,arriveTime,leftTime,scope
0,116.31973999999998,40.00776526785715,2008-10-24 19:43:4,2008-10-25 1:54:55,"[313, 424]"
1,116.3214442967033,40.00074657142857,2008-10-25 2:4:50,2008-10-25 3:43:26,"[544, 634]"
2,116.32210129370628,40.00425476923077,2008-10-25 3:44:41,2008-10-25 4:5:21,"[649, 791]"
3,116.32106770588237,40.00663270588235,2008-10-25 11:26:33,2008-10-25 11:48:42,"[1512, 1545]"
4,116.31464730666669,40.001032200000004,2008-10-25 12:4:18,2008-10-25 12:47:15,"[1742, 1816]"
5,116.32694377500005,40.000145475000025,2008-10-24 2:9:27,2008-10-24 3:38:45,"[2143, 2222]"
6,116.32535510714284,40.00588014285715,2008-10-24 3:55:50,2008-10-24 5:13:25,"[2316, 2343]"
7,116.31978890476194,40.0074562857143,2008-10-24 5:16:10,2008-10-24 7:7:4,"[2376, 2459]"
8,116.32697436734693,39.99965655102041,2008-10-24 7:11:59,2008-10-24 9:28:8,"[2518, 2566]"
9,116.32671871621619,39.992840959459464,2008-10-24 9:32:36,2008-10-24 10:12:1,"[2621, 2694]"
10,116.32721528070175,39.99993605263158,2008-10-24 10:14:16,2008-10-24 11:8:33,"[2721, 2777]"
11,116.3279280944882,39.99219216535432,2008-10-24 11:31:30,2008-10-24 11:56:23,"[2930, 3056]"
12,116.32688926530615,39.9995106122449,2008-10-24 12:2:57,2008-10-25 18:26:14,"[3134, 3182]"
13,116.3203158846154,40.00753288461537,2008-10-25 18:31:19,2008-10-26 4:39:40,"[3243, 3268]"
14,116.32645171929825,39.999951140350866,2008-10-26 4:46:10,2008-10-26 5:21:55,"[3346, 3402]"
15,116.3205495,39.99218749999999,2008-10-26 5:26:5,2008-10-26 6:19:44,"[3452, 3479]"
16,116.32683662121212,39.99907369696969,2008-10-26 6:27:10,2008-10-26 9:52:44,"[3570, 3635]"
17,116.32816604054055,39.991187851351356,2008-10-26 10:8:44,2008-10-26 10:41:19,"[3779, 3852]"
18,116.31711379591835,39.96466748979593,2008-10-26 11:8:1,2008-10-26 12:6:48,"[4176, 4224]"
19,116.31750897883606,39.971102566137596,2008-10-26 12:14:4,2008-10-26 14:4:5,"[4312, 4500]"
20,116.32725743902436,39.999822951219514,2008-10-26 14:20:55,2008-10-27 4:18:26,"[4702, 4742]"
21,116.32063445454546,40.00908627272728,2008-10-27 4:27:16,2008-10-27 5:7:22,"[4849, 4947]"
22,116.32726132142857,40.00034485714285,2008-10-27 5:12:7,2008-10-27 7:4:5,"[5004, 5031]"
23,116.32680211111108,39.99896242222223,2008-10-27 7:40:2,2008-10-27 9:26:37,"[5295, 5339]"
24,116.18499629207915,39.90641074257426,2008-10-27 10:43:57,2008-10-27 12:11:52,"[5786, 5987]"
25,116.32553056756755,39.996352608108104,2008-10-30 1:59:23,2008-10-30 4:12:22,"[6743, 6816]"
26,116.32702637313432,40.000270029850746,2008-10-30 4:12:52,2008-10-30 9:44:46,"[6822, 6888]"
27,116.32107066326533,40.007135632653046,2008-10-30 9:49:41,2008-10-30 10:12:16,"[6947, 7044]"
28,116.32029617647055,40.00730450980393,2008-10-30 10:12:21,2008-10-30 10:58:12,"[7045, 7095]"
29,116.32711887096775,40.00028390322582,2008-10-31 3:22:57,2008-10-31 3:43:22,"[7251, 7281]"
30,116.3252406296296,40.00585707407407,2008-10-31 3:57:47,2008-10-31 5:14:25,"[7365, 7391]"
31,116.320198,40.00734994117649,2008-10-31 5:17:0,2008-10-31 6:9:51,"[7422, 7523]"
32,116.32090100617283,39.9914889012346,2008-10-31 7:21:17,2008-10-31 7:51:7,"[7732, 7893]"
33,116.36815540157481,39.907442165354325,2008-10-31 8:55:32,2008-10-31 9:34:29,"[8717, 8843]"
34,116.36767785897432,39.91032553846152,2008-10-31 9:34:34,2008-10-31 9:59:9,"[8844, 8921]"
35,116.30701545736424,39.988311031007775,2008-11-2 1:18:13,2008-11-2 1:39:32,"[10143, 10271]"
36,116.32452246666665,39.98100383809523,2008-11-2 5:28:3,2008-11-2 8:9:39,"[10812, 10916]"
37,116.31567841549294,39.971581992957745,2008-11-2 8:41:14,2008-11-2 9:5:44,"[11275, 11416]"
38,116.31989671511629,40.00762087790698,2008-11-2 9:58:9,2008-11-2 10:55:33,"[12051, 12222]"
39,116.32628023636366,39.99998152727272,2008-11-2 11:3:38,2008-11-3 16:56:24,"[12320, 12374]"
40,116.32645195833334,40.00041408333333,2008-10-29 4:37:26,2008-10-29 6:6:0,"[12600, 12623]"
41,116.32515572500004,39.991915166666686,2008-10-29 7:9:20,2008-10-29 7:48:20,"[13243, 13482]"
42,116.31977715079361,40.00769498809526,2008-10-29 13:9:20,2008-10-29 13:41:5,"[14245, 14496]"
43,116.32707520588234,40.00024129411764,2008-10-28 4:28:32,2008-10-28 5:11:38,"[14652, 14685]"
44,116.31986077835053,40.00776019587629,2008-10-28 5:19:23,2008-10-28 5:39:48,"[14782, 14975]"
45,116.32761097247702,39.98403385321101,2008-10-28 6:14:3,2008-10-28 9:36:5,"[15300, 15517]"
46,116.32687012307693,39.999803630769236,2008-10-28 9:44:45,2008-10-28 10:33:48,"[15623, 15687]"
47,116.32090993333328,40.009122049999995,2008-10-28 10:40:48,2008-10-28 11:24:59,"[15771, 15830]"
48,116.32695226595746,40.00058754787235,2008-10-28 11:56:29,2008-10-28 12:21:24,"[16000, 16187]"
49,116.32726644897959,39.9998678367347,2008-11-3 10:25:28,2008-11-3 0:33:21,"[16600, 16648]"
50,116.33375165333331,39.99071706666666,2008-11-1 9:49:11,2008-11-1 10:52:39,"[16873, 16947]"
51,116.32712748484849,40.00018845454546,2008-11-1 11:23:24,2008-11-1 14:31:3,"[17212, 17244]"
52,116.32040255172414,40.00726517241379,2008-11-1 17:30:20,2008-11-4 4:26:30,"[17503, 17531]"
53,116.32621696610168,39.99997588135594,2008-11-4 4:34:10,2008-11-4 7:25:6,"[17624, 17682]"
54,116.32269095604401,40.00792441758241,2008-11-4 7:43:15,2008-11-4 9:32:25,"[17784, 17874]"
55,116.32017036137057,40.007542093457936,2008-11-4 9:44:45,2008-11-4 10:10:30,"[17908, 18228]"
56,116.32668483760685,40.00009158119661,2008-11-4 10:16:0,2008-11-4 18:47:19,"[18294, 18410]"
57,116.32043614685313,40.007358139860145,2008-11-6 17:47:12,2008-11-6 3:13:53,"[18604, 18746]"
58,116.3271966984127,40.000020793650805,2008-11-6 3:17:33,2008-11-6 3:55:52,"[18790, 18852]"
59,116.3227582653061,40.01000493877551,2008-11-6 4:9:2,2008-11-6 4:30:52,"[18969, 19017]"
60,116.32726368235292,40.000170000000004,2008-11-6 4:37:5,2008-11-6 6:6:47,"[19092, 19176]"
61,116.4015235149254,40.00321510447759,2008-11-6 9:58:36,2008-11-6 10:19:4,"[20464, 20597]"
62,116.32983092718453,39.99177768446602,2008-11-6 10:43:21,2008-11-6 11:11:17,"[20862, 21067]"
63,116.33224236585359,39.991366780487816,2008-11-6 11:24:52,2008-11-6 11:48:12,"[21120, 21201]"
64,116.32798100000005,39.99139986486486,2008-11-6 12:9:2,2008-11-6 12:44:28,"[21330, 21440]"
65,116.32630621999999,40.00011254,2008-11-5 1:56:34,2008-11-5 4:3:19,"[21655, 21704]"
66,116.32282787500002,40.00979283035713,2008-11-5 4:6:19,2008-11-5 4:34:19,"[21740, 21851]"
67,116.32713697674419,40.00015344186047,2008-11-5 4:38:4,2008-11-5 7:42:29,"[21896, 21938]"
68,116.31995286956518,39.99189465217391,2008-11-5 7:50:44,2008-11-5 8:42:14,"[22042, 22064]"
69,116.32721321621624,39.99971837837836,2008-11-5 8:48:35,2008-11-5 9:47:1,"[22140, 22176]"
70,116.32352910144927,40.00900998550725,2008-11-5 9:53:51,2008-11-5 10:21:28,"[22258, 22326]"
71,116.32582220123847,39.93671399380808,2008-11-7 2:48:52,2008-11-7 4:15:58,"[23277, 23599]"
72,116.32318199227795,39.994040034749034,2008-11-7 5:28:48,2008-11-7 5:59:23,"[24308, 24566]"
73,116.32059455769217,39.98233374038465,2008-11-7 8:53:50,2008-11-7 9:38:0,"[24971, 25282]"
74,116.31531527731096,39.969803100840345,2008-11-7 10:18:55,2008-11-7 13:22:51,"[25607, 25725]"
75,116.32696209090908,39.99977068181819,2008-11-7 14:55:4,2008-11-9 7:46:36,"[25926, 25969]"
76,116.32009980769227,39.99210380769231,2008-11-9 8:9:16,2008-11-9 9:7:34,"[26228, 26253]"
77,116.32717684615388,39.99979473076924,2008-11-9 9:13:45,2008-11-9 9:37:21,"[26322, 26347]"
78,116.3269881851852,39.99289288888889,2008-11-9 9:42:21,2008-11-9 10:15:32,"[26407, 26433]"
79,116.3268890140845,40.00000150704224,2008-11-9 10:21:50,2008-11-11 17:41:34,"[26509, 26579]"
80,116.32007908256878,40.007354220183515,2008-11-11 17:46:19,2008-11-12 1:14:12,"[26636, 26853]"
81,116.32635794666666,40.000052706666686,2008-11-12 1:17:47,2008-11-12 3:56:32,"[26896, 26970]"
