,user,lat,lon,dist0,dist1,dist2,dist3,select
0,0,40.00832803360944,116.32093824031921,0.9938570663653101,4.97870150842633,2.7041903709787327,3.3277352918173695,0.9938570663653101
1,0,40.011226115668286,116.29693022968512,1.699441201758258,2.966537150687602,2.8077786410123204,3.7034759512991267,1.699441201758258
2,0,40.000160341673975,116.3267552218874,1.2069336919851408,5.528215224182538,2.3090593470700322,2.6883167933305376,1.2069336919851408
3,0,39.99269206717805,116.326860328095,1.5800189254428487,5.713894402476862,1.8996854388629463,2.0328839740633593,1.5800189254428487
4,0,40.0061631518342,116.32512001056095,1.1514079511381226,5.334513000680662,2.6955402264014805,3.219179243166768,1.1514079511381226
5,0,40.0096877444781,116.31532764588505,0.8885118490864593,4.507794020237894,2.656486638761091,3.3803401345181525,0.8885118490864593
6,0,39.762807278705246,116.29749526030822,26.622255200252408,27.33658484172441,24.930670370549493,24.123548281706775,24.123548281706775
7,0,40.00386693227419,116.3227675989262,0.8774956066716654,5.146246010351284,2.371005611508221,2.906928713615073,0.8774956066716654
8,0,39.991644892657256,116.31875965129778,1.253019990584538,5.093950143853939,1.2170782947828842,1.5276737752128529,1.2170782947828842
9,0,40.003324981548964,116.32486421527778,1.040971201650822,5.328909071955007,2.4380814974711016,2.9221912934981353,1.040971201650822
10,0,39.995592180728394,116.32815975950639,1.4882911961275371,5.739167886914537,2.1294573214189088,2.3462636039783864,1.4882911961275371
11,0,39.99784958297942,116.31885491355186,0.6890733338976479,4.9108475941261895,1.6430790675300606,2.163303652592869,0.6890733338976479
12,0,39.995469034809155,116.31000017145365,0.7573907963117469,4.250255539707907,1.0133691020744449,1.772185447102971,0.7573907963117469
