,Longitude,Latitude,arriveTime,leftTime,scope
0,112.55416432954553,37.8640138409091,2007-10-21 19:48:14,2007-10-21 20:48:42,"[12654, 12741]"
1,86.193432575,41.74566097500001,2008-4-3 18:42:46,2008-4-3 19:5:59,"[58926, 58965]"
2,87.88727135714288,42.83580888095238,2008-4-4 1:1:6,2008-4-4 1:40:8,"[77498, 77539]"
3,89.17359889655172,42.94968699999998,2008-4-4 5:3:11,2008-4-4 7:17:22,"[87613, 87670]"
4,117.20182669863046,34.26683528571429,2008-6-19 2:10:29,2008-6-19 2:36:31,"[112973, 113483]"
5,116.58013432203389,38.058015508474575,2008-6-20 8:54:2,2008-6-20 10:54:0,"[147866, 147924]"
6,110.13480311562485,34.555708025000015,2008-8-1 10:2:45,2008-8-1 11:17:56,"[166085, 166404]"
7,108.95673412500003,34.279348,2008-9-29 0:52:55,2008-9-29 1:15:40,"[200665, 200688]"
8,103.84895406422018,36.034098793577996,2008-9-29 7:28:9,2008-9-29 8:23:29,"[217739, 217956]"
9,101.81273622670797,36.61953286956523,2008-9-29 11:22:14,2008-9-29 12:54:7,"[226393, 226714]"
10,97.37226420155032,37.374880089147304,2008-9-30 0:10:59,2008-9-30 2:24:38,"[251266, 251523]"
11,97.38314037650599,37.315686807228936,2008-9-30 2:50:20,2008-9-30 3:12:46,"[252560, 252891]"
12,97.38342791627912,37.31450569767441,2008-9-30 3:12:47,2008-9-30 4:3:6,"[252892, 253106]"
13,98.46618422454308,36.95362900783289,2008-9-30 7:25:58,2008-9-30 8:26:0,"[258548, 258930]"
14,94.90671160000004,36.38296672999999,2008-9-30 14:19:26,2008-9-30 14:45:16,"[275233, 275332]"
15,94.90677500000002,36.385706279069765,2008-9-30 14:48:23,2008-9-30 15:30:42,"[275500, 275542]"
16,92.93086025,34.889936500000005,2008-9-30 23:59:53,2008-10-1 0:0:0,"[287676, 287683]"
17,91.99000262068971,31.44537952490421,2008-10-1 7:8:22,2008-10-1 8:18:18,"[307851, 308111]"
18,91.0697675145349,29.627675921511635,2008-10-1 12:18:24,2008-10-1 12:39:31,"[315338, 315681]"
19,91.06749461111113,29.62486172222223,2008-10-1 23:23:26,2008-10-2 0:31:13,"[316486, 316503]"
20,94.9061774822485,36.382857088757405,2008-10-2 13:43:45,2008-10-2 14:25:58,"[355890, 356227]"
21,98.53878972222223,37.00374816666667,2008-10-2 18:51:50,2008-10-2 19:20:2,"[370461, 370496]"
22,98.67378272077038,36.99727288720763,2008-10-2 19:34:5,2008-10-2 20:0:41,"[371255, 371981]"
23,101.81565010511362,36.61259240625,2008-10-3 1:43:38,2008-10-3 3:35:25,"[377831, 378182]"
24,101.81097653686194,36.61916978827977,2008-10-3 3:45:9,2008-10-3 4:7:47,"[378565, 379093]"
25,101.81233666055047,36.603975082568816,2008-10-3 4:14:12,2008-10-3 5:1:4,"[379394, 379502]"
26,102.03768762352935,36.52500820882359,2008-10-3 5:24:24,2008-10-3 7:25:17,"[380758, 381097]"
27,116.42088234219861,39.902411093971644,2008-12-19 13:2:44,2008-12-19 13:40:54,"[385023, 386150]"
28,118.79189764831246,32.08959240497332,2008-12-20 0:42:47,2008-12-20 1:11:48,"[420003, 420565]"
29,118.72850268238216,32.08989404714639,2008-12-20 2:21:22,2008-12-20 2:42:47,"[423550, 423952]"
30,119.5311535,32.101455,2008-12-20 5:14:22,2008-12-20 5:41:32,"[430044, 430069]"
