,user,lat,lon,dist0,dist1,dist2,dist3,select
0,4,40.009762832255845,116.32200134308692,1.1721494808577808,5.07568723654485,2.8875947144505005,3.506184441658134,1.1721494808577808
1,4,40.00004107205416,116.32678765871437,1.2119000714520833,5.532842389677867,2.302765936358035,2.678459652664089,1.2119000714520833
2,4,39.99348503845015,116.32736143404743,1.5579208960379107,5.730770350230809,1.970831229845736,2.126200286637372,1.5579208960379107
3,4,40.006126877040494,116.32121271621423,0.8561473280865979,5.001895155347148,2.5035979465941356,3.0998935119361333,0.8561473280865979
4,4,39.991656925087796,116.3209377096785,1.3381010528016568,5.268422184576622,1.38729231190774,1.624637670887689,1.3381010528016568
5,4,40.00571632721308,116.325194889422,1.1379802262882346,5.34218970859857,2.660221532241002,3.1760824556551808,1.1379802262882346
6,4,40.00522624339982,116.31718992616298,0.5242224658520137,4.662990341209583,2.252139159832771,2.9166972072346367,0.5242224658520137
7,4,40.00119570232168,116.31877808800094,0.5177699741122754,4.839306605410554,1.930765269545201,2.5148352689632376,0.5177699741122754
8,4,40.00073538540315,116.32419343726444,0.9815695751885705,5.303248648628367,2.189798906648035,2.638185745086136,0.9815695751885705
9,4,39.9983026234061,116.31898291713355,0.6655410886777755,4.911116264375473,1.6878687203220337,2.21441664649405,0.6655410886777755
10,4,39.99116010326255,116.33265584869257,2.074623743831988,6.235670884643914,2.3299763424953377,2.302314190073694,2.074623743831988
11,4,40.00603415285927,116.3422065689088,2.547642491743816,6.7898115625827975,3.7545044958790177,4.009176503630135,2.547642491743816
12,4,40.003696273803,116.32358495559521,0.9410398618064519,5.217068059271614,2.3991240306752295,2.9155984787348266,0.9410398618064519
13,4,39.81998122540902,116.2769979188604,20.46169338006456,20.852271359573155,18.725650506216752,17.967299201728352,17.967299201728352
14,4,38.928783092911026,121.52885879821429,463.3149168759579,467.61696668930796,463.5080629102981,462.9560999760901,462.9560999760901
15,4,38.91820039475425,121.55220284140269,465.58649736456806,469.88805760871224,465.77754036641073,465.22471277232194,465.22471277232194
16,4,38.91838881594575,121.55851920190908,466.1040561331915,470.40577318385385,466.2957631213807,465.7432033600928,465.7432033600928
17,4,38.952047338929184,121.55345223034095,464.62563763336857,468.9303155822727,464.83046778185985,464.2832678055455,464.2832678055455
18,4,39.76289142232435,116.29764526867086,26.612285962108512,27.32868568592251,24.920953964167936,24.11362495402233,24.11362495402233
19,4,39.96605991078332,116.30175332174385,4.0987115356273165,5.664778436558785,2.3461555539457537,1.6656358665747426,1.6656358665747426
20,4,40.00968326504418,116.31542866970018,0.8901725609383083,4.516351174404888,2.658634316805774,3.3809482422060184,0.8901725609383083
