,Longitude,Latitude,arriveTime,leftTime,scope
0,116.31811360990699,39.9658092260062,2008-10-24 12:10:33,2008-10-24 13:23:24,"[600, 922]"
1,116.32826180645165,39.98171135483871,2008-10-24 14:0:34,2008-10-25 4:11:34,"[1992, 2053]"
2,116.30111033366039,39.97452445142301,2008-10-25 4:35:47,2008-10-25 6:27:25,"[2607, 3625]"
3,116.3286202971428,39.98138752571429,2008-10-25 6:50:44,2008-10-25 10:54:10,"[4067, 4241]"
4,116.41828942857147,39.99927135714285,2008-10-25 11:43:58,2008-10-25 22:54:52,"[5455, 5566]"
5,116.33169338028165,39.98233611267606,2008-10-30 5:24:55,2008-10-30 5:46:22,"[6527, 6597]"
6,116.33141715333333,39.98089055333333,2008-10-30 5:46:24,2008-10-30 6:17:15,"[6598, 6747]"
7,116.37515776995318,39.96607780751176,2008-10-30 6:31:55,2008-10-30 7:9:37,"[7318, 7530]"
8,116.33127702564103,39.98080003846155,2008-10-30 7:26:12,2008-10-30 8:2:54,"[8122, 8199]"
9,116.3317523589744,39.981395564102556,2008-10-30 8:40:41,2008-10-27 13:20:39,"[8849, 8887]"
10,116.32821468518515,39.98154674074075,2008-10-27 13:37:43,2008-10-28 10:53:54,"[9233, 9340]"
11,116.32757123076924,39.97995384615385,2008-10-28 10:53:59,2008-10-28 11:25:34,"[9341, 9353]"
12,116.3262541232877,39.97861547488585,2008-10-28 11:30:50,2008-10-28 12:1:45,"[9428, 9865]"
13,116.32670512461058,39.9788537165109,2008-10-28 12:2:49,2008-10-28 12:37:32,"[9898, 10218]"
14,116.32118502564106,39.98130361538461,2008-10-26 6:1:16,2008-10-26 6:40:26,"[11208, 11285]"
15,116.35735255967074,39.95370407407408,2008-10-26 12:31:44,2008-10-26 12:55:46,"[12939, 13181]"
16,116.35555209459461,39.95275799099102,2008-10-26 12:55:48,2008-10-26 13:19:12,"[13182, 13403]"
17,116.32893686554624,39.98103092436974,2008-11-4 13:20:55,2008-11-5 8:35:51,"[14035, 14153]"
18,116.31404157522135,39.95236992772865,2008-11-5 9:17:57,2008-11-5 10:19:5,"[14866, 15543]"
19,116.31779724509794,39.965862447712425,2008-11-5 11:4:28,2008-11-5 11:27:41,"[16026, 16331]"
20,116.36144849999991,39.95862282716053,2008-11-5 12:37:42,2008-11-5 14:3:31,"[17076, 17723]"
21,116.32902320652168,39.98172685869563,2008-11-5 14:32:44,2008-11-5 15:13:15,"[18468, 18559]"
22,116.329137099585,39.981607697095434,2008-11-5 15:22:17,2008-11-5 16:1:44,"[18561, 19042]"
23,116.32932338559333,39.981776648305065,2008-11-5 16:16:55,2008-11-5 16:39:46,"[19112, 19347]"
24,116.3257813649635,39.981032,2008-11-6 10:46:6,2008-11-6 12:4:25,"[19495, 19631]"
25,116.32837069396555,39.98129472844827,2008-11-2 11:47:28,2008-11-1 4:18:52,"[21557, 21788]"
26,116.35995470603683,39.962831503937004,2008-11-1 4:49:4,2008-11-1 5:47:50,"[22457, 22837]"
27,116.35512030666665,39.95771804444442,2008-11-1 6:0:43,2008-11-1 7:4:15,"[23018, 23467]"
28,116.35502932714616,39.95740841299302,2008-11-1 7:4:19,2008-11-1 7:48:8,"[23468, 23898]"
29,116.41718456111117,40.00018977777776,2008-11-1 11:54:42,2008-11-1 12:23:1,"[25184, 25363]"
30,116.32884662476187,39.9817684704762,2008-10-29 4:33:33,2008-10-29 6:3:16,"[25606, 26130]"
31,116.28584232191778,40.04434898287671,2008-10-29 7:49:6,2008-10-29 8:23:49,"[27159, 27450]"
32,116.28577234782607,40.044410105590075,2008-10-29 8:23:53,2008-10-29 8:47:31,"[27451, 27772]"
33,116.33202325365852,39.981687385365866,2008-10-29 9:44:1,2008-10-29 10:5:43,"[29205, 29409]"
34,116.32890458620687,39.98180048275863,2008-10-29 11:24:39,2008-11-7 9:29:28,"[30011, 30039]"
35,116.32898905084747,39.98174689830508,2008-11-7 10:1:11,2008-11-8 5:31:26,"[30346, 30404]"
36,116.35765347058819,39.95435306862745,2008-11-8 5:43:29,2008-11-8 9:33:51,"[30970, 31071]"
37,116.36566096629213,39.94686783146068,2008-11-8 9:48:30,2008-11-8 11:22:9,"[31417, 31505]"
38,116.36617177192981,39.94347119298245,2008-11-8 11:33:58,2008-11-8 12:1:0,"[31569, 31625]"
39,116.36184832835816,39.9601973880597,2008-11-10 13:43:5,2008-11-10 14:55:6,"[33044, 33110]"
40,116.41813154782608,39.99996652173913,2008-11-14 7:25:33,2008-11-14 10:56:41,"[34410, 34639]"
41,116.32799490909092,39.98125003636364,2008-11-14 11:8:56,2008-11-17 22:58:28,"[35295, 35459]"
42,116.35321472540979,39.98010183606556,2008-11-17 23:28:41,2008-11-17 23:54:19,"[36201, 36444]"
43,116.32840318181816,39.98160036363637,2008-11-18 2:4:44,2008-11-18 4:10:5,"[36967, 37021]"
44,116.32516539316237,39.993850717948696,2008-11-18 4:31:46,2008-11-18 5:14:37,"[37375, 37491]"
45,116.33129452755895,39.98118711548557,2008-11-18 6:15:38,2008-11-13 6:5:29,"[38957, 39337]"
