,Longitude,Latitude,arriveTime,leftTime,scope
0,116.32840983502545,39.99554318781729,2009-1-13 11:31:27,2009-1-13 11:55:31,"[156, 549]"
1,116.32688853838187,40.000576276970904,2009-1-13 13:25:32,2009-1-13 15:18:43,"[974, 1937]"
2,116.32686329383884,40.000615611374414,2009-1-13 15:46:32,2009-1-13 16:11:59,"[2183, 2393]"
3,116.32704526728105,40.00064962211984,2009-1-13 16:50:27,2009-1-13 17:15:50,"[2809, 3025]"
4,116.3270928118081,40.00071811439112,2009-1-13 17:16:18,2009-1-13 19:20:57,"[3028, 3298]"
5,116.32110357338968,40.011456898208145,2009-1-13 19:47:36,2009-1-14 1:20:15,"[3693, 6315]"
6,116.32106634782613,40.011533715579695,2009-1-14 1:52:44,2009-1-14 2:46:24,"[6582, 7133]"
7,116.32106794318169,40.0114774691558,2009-1-14 2:55:2,2009-1-14 4:16:6,"[7172, 7787]"
8,116.32692384725377,40.000688826185055,2009-1-14 5:11:38,2009-1-14 7:46:44,"[7788, 9116]"
9,116.32685803600299,40.00052636223369,2009-1-14 7:54:58,2009-1-14 10:30:36,"[9372, 10732]"
10,116.32684942857146,40.000516048979605,2009-1-14 10:44:20,2009-1-14 11:55:9,"[10899, 11388]"
11,116.32656883544306,40.00111621518985,2009-1-14 12:0:34,2009-1-14 15:36:44,"[11475, 11553]"
12,116.32750860555562,40.000671461111104,2009-1-14 15:57:57,2009-1-14 16:20:40,"[11801, 11980]"
13,116.3270347957317,40.00046434451224,2009-1-14 16:23:58,2009-1-14 17:41:38,"[11997, 12324]"
14,116.32687531034482,40.00088046034485,2009-1-14 17:42:18,2009-1-14 18:30:33,"[12326, 12905]"
15,116.32715639857655,40.001804199288244,2009-1-14 18:31:13,2009-1-14 18:53:57,"[12916, 13196]"
16,116.32707869918697,40.00097641463416,2009-1-14 18:55:50,2009-1-14 19:38:10,"[13202, 13693]"
17,116.32669971428574,40.00019372380953,2009-1-14 19:39:0,2009-1-14 20:1:3,"[13699, 13803]"
18,116.32692894859821,40.00045617757012,2009-1-14 20:1:7,2009-1-14 20:28:15,"[13804, 14017]"
19,116.32113763370975,40.01148067514126,2009-1-14 20:40:36,2009-1-14 22:30:45,"[14357, 15418]"
20,116.32123922040806,40.01153949931974,2009-1-14 22:42:48,2009-1-15 4:58:4,"[15556, 17025]"
21,116.32630175,39.999546375,2008-10-24 4:16:25,2008-10-24 8:31:6,"[17444, 17475]"
22,116.36066852861946,39.95897984175084,2008-10-24 9:11:16,2008-10-24 9:52:50,"[17965, 18261]"
23,116.35669322943023,39.95784792563289,2008-10-24 9:57:0,2008-10-24 11:32:8,"[18312, 18943]"
24,116.35679969811324,39.957763748427666,2008-10-24 11:32:13,2008-10-24 11:55:17,"[18944, 19102]"
25,116.35664301498925,39.95722105353318,2008-10-24 11:59:22,2008-10-24 12:42:57,"[19106, 19572]"
26,116.35661482766986,39.95701343689325,2008-10-24 13:18:47,2008-10-24 14:8:3,"[19914, 20325]"
27,116.3219529189189,40.0105001081081,2008-10-24 15:56:18,2008-10-25 14:4:29,"[21659, 21695]"
28,116.18569912386714,39.90678611480365,2008-10-27 10:43:57,2008-10-27 12:11:42,"[23321, 23651]"
29,116.32133564285718,40.0115979,2008-10-27 22:58:1,2008-10-27 23:22:21,"[24271, 24410]"
30,116.32111619735389,40.011529810915036,2008-10-27 23:49:26,2008-10-28 3:25:1,"[24677, 26490]"
31,116.3199480137615,40.01122781651377,2008-10-28 3:50:31,2008-10-28 4:21:6,"[26678, 26895]"
32,116.3216110084269,40.011335415730365,2008-10-28 4:21:11,2008-10-28 4:58:26,"[26896, 27251]"
33,116.32694406896553,40.00021696551724,2008-10-28 5:17:46,2008-10-28 10:33:28,"[27389, 27446]"
34,116.3199721752989,40.00932340239046,2008-10-28 10:46:23,2008-10-28 11:24:23,"[27589, 27839]"
35,116.3263747857143,40.00120414285714,2008-10-28 11:39:13,2008-10-28 14:33:33,"[28008, 28021]"
36,116.32700218888888,39.99359463333333,2008-10-26 9:45:51,2008-10-26 10:20:1,"[28105, 28194]"
37,116.32695333783772,40.00061288697786,2008-10-26 10:26:36,2008-10-25 4:20:3,"[28263, 29890]"
38,116.32144869491523,40.010657813559334,2008-10-25 4:46:23,2008-10-29 1:28:7,"[30180, 30238]"
39,116.32703224953603,40.00055464192951,2008-10-29 1:35:27,2008-10-29 3:48:2,"[30327, 31404]"
40,116.32687806593404,40.00043354945053,2008-10-29 4:57:22,2008-10-29 18:44:5,"[31741, 31831]"
41,116.32211050666662,40.01037310666667,2008-10-29 18:49:20,2008-10-30 22:57:28,"[31894, 31968]"
42,116.34122044999995,39.97809789062502,2008-10-31 10:11:52,2008-10-31 10:56:27,"[32236, 32555]"
43,116.34025032699618,39.97980746007607,2008-10-31 10:57:2,2008-10-31 11:26:17,"[32563, 32825]"
44,116.33830639958582,39.98056384886128,2008-10-31 11:28:47,2008-10-31 12:42:23,"[32855, 33337]"
45,116.34148621249996,39.97780612499999,2008-10-29 9:49:29,2008-10-29 10:33:10,"[34214, 34693]"
46,116.3269945614035,40.000400412280726,2008-10-29 11:16:20,2008-10-29 11:39:25,"[35155, 35382]"
47,116.32712875438591,40.000226315789476,2008-10-30 3:29:27,2008-10-30 9:35:25,"[35442, 35498]"
48,116.32118279478254,40.011651410434744,2008-10-30 9:58:15,2008-10-30 13:20:5,"[35617, 37341]"
49,116.32677175555555,40.00021122222222,2008-11-1 2:25:37,2008-11-1 2:47:27,"[38296, 38340]"
50,116.32234468681301,40.004185456043956,2008-11-1 2:49:52,2008-11-1 3:22:22,"[38369, 38550]"
51,116.3212793551912,40.011311874316945,2008-11-1 3:47:32,2008-11-1 4:17:37,"[38696, 38878]"
52,116.32140833053222,40.01160250140055,2008-11-1 4:32:37,2008-11-1 5:11:52,"[39036, 39392]"
53,116.32077882352941,40.009508352941175,2008-11-1 5:41:22,2008-11-1 6:57:45,"[39636, 39652]"
54,116.29364813333336,39.922753933333325,2008-11-1 8:19:45,2008-11-1 8:51:43,"[40632, 40706]"
55,116.32115050286545,40.01154453581662,2008-11-1 10:44:40,2008-11-1 12:25:15,"[41854, 42551]"
56,116.32112528600614,40.01169380898879,2008-11-1 12:25:20,2008-11-1 14:16:25,"[42552, 43530]"
57,116.32142759362556,40.01119201195218,2008-11-1 14:16:30,2008-11-1 14:39:19,"[43531, 43781]"
58,116.33740264444441,39.97653503703703,2008-11-1 15:28:14,2008-11-1 16:14:54,"[44388, 44792]"
59,116.32182664102565,40.01073823076925,2008-11-3 19:6:6,2008-11-3 19:45:6,"[45284, 45322]"
60,116.32102706282723,40.01279108900531,2008-11-3 20:14:41,2008-11-4 0:0:57,"[45652, 46415]"
61,116.32115410852718,40.01160908914729,2008-11-4 0:1:2,2008-11-4 0:24:2,"[46416, 46673]"
62,116.3210369832285,40.01127681970652,2008-11-4 0:25:17,2008-11-4 1:13:27,"[46677, 47153]"
63,116.3268908365386,40.000563634615396,2008-11-4 1:40:32,2008-11-4 2:34:27,"[47408, 47719]"
64,116.32698160504204,40.00061924369745,2008-11-4 3:0:27,2008-11-4 3:21:27,"[47812, 47930]"
65,116.3270310606937,40.000509534682074,2008-11-4 3:44:12,2008-11-4 4:31:12,"[47977, 48322]"
66,116.32689727927934,40.00049558558558,2008-11-4 5:4:37,2008-11-6 16:5:56,"[48638, 48970]"
67,116.32273499384614,40.01069098769231,2008-11-7 8:59:8,2008-11-7 9:26:18,"[49406, 49730]"
68,116.33783697142863,39.97698203809524,2008-11-7 15:16:27,2008-11-7 15:38:37,"[50037, 50141]"
69,116.3270406034483,40.00002074137931,2008-11-7 16:10:2,2008-11-7 19:24:35,"[50454, 50511]"
70,116.32652785714286,39.999990000000004,2008-11-9 6:21:27,2008-11-9 9:38:18,"[51419, 51425]"
71,116.32699173033706,39.992946943820236,2008-11-9 9:42:18,2008-11-9 10:19:34,"[51473, 51561]"
72,116.32688022033898,39.99982959322035,2008-11-9 10:21:44,2008-11-9 19:11:36,"[51587, 51645]"
73,116.32243447499998,40.010139200000005,2008-11-8 13:3:18,2008-11-8 15:31:25,"[52119, 52158]"
74,116.32112557861636,40.012487477987435,2008-11-10 7:52:34,2008-11-10 9:45:42,"[52737, 52895]"
75,116.32112789625842,40.011641171768765,2008-11-10 10:36:37,2008-11-10 11:48:47,"[52898, 53485]"
76,116.32703785643567,40.00010763366336,2008-11-13 7:18:37,2008-11-13 9:48:43,"[53812, 54013]"
