,Longitude,Latitude,arriveTime,leftTime,scope
0,116.32212593421052,40.00887224999998,2008-10-24 2:11:19,2008-10-24 2:47:6,"[16, 243]"
1,116.29692991379312,40.01151656896554,2008-10-28 0:38:26,2008-10-28 1:11:56,"[294, 583]"
2,116.32095014213199,40.0085761116751,2008-10-23 9:44:35,2008-10-23 10:10:6,"[3012, 3208]"
3,116.31920135761584,40.00772299337746,2008-10-23 10:10:31,2008-10-23 10:31:0,"[3209, 3359]"
4,116.32191413793105,40.008902103448285,2008-10-23 10:31:35,2008-10-23 11:11:12,"[3366, 3423]"
5,116.32358023529414,40.00000192156864,2008-11-14 1:59:10,2008-11-14 3:53:40,"[3682, 3732]"
6,116.32138979207922,40.00919719801982,2008-11-14 3:57:5,2008-11-14 4:47:34,"[3773, 3873]"
7,116.3200504090909,40.007417318181815,2008-11-14 4:50:44,2008-11-14 7:3:43,"[3874, 3895]"
8,116.29692661914883,40.01123824680853,2008-11-4 0:6:48,2008-11-4 1:12:33,"[4384, 4853]"
9,116.29653370476193,40.007537011111154,2008-11-4 1:29:38,2008-11-4 2:34:13,"[4982, 5611]"
10,116.29703835483879,40.01084438064519,2008-11-4 2:34:23,2008-11-4 2:57:38,"[5613, 5767]"
11,116.32530549999998,39.9997604,2008-11-4 3:30:43,2008-11-3 10:13:51,"[6168, 6177]"
12,116.3204602183908,40.00837971264367,2008-11-13 3:46:13,2008-11-13 6:49:39,"[6203, 6289]"
13,116.32430325,40.00017875,2008-11-13 11:6:24,2008-11-13 13:53:41,"[6594, 6597]"
14,116.32186856115108,40.008843107913684,2008-11-12 3:39:33,2008-11-12 4:21:32,"[7013, 7151]"
15,116.33219509090908,39.97421736363637,2008-11-10 1:51:47,2008-11-10 3:28:7,"[7479, 7489]"
16,116.2968260309597,40.01130526625389,2008-11-11 0:17:4,2008-11-11 0:53:49,"[7676, 7998]"
17,116.2965722981132,40.00827341509436,2008-11-11 1:8:29,2008-11-11 1:29:49,"[8179, 8443]"
18,116.3213692878788,40.008910742424234,2008-11-14 10:20:16,2008-11-14 11:16:49,"[9221, 9286]"
19,116.32370089999998,40.00002825,2008-11-15 1:7:38,2008-11-15 3:26:5,"[9962, 9981]"
20,116.32158889189189,40.00636762162163,2008-11-15 4:8:25,2008-11-17 5:13:3,"[10152, 10188]"
21,116.3238727826087,39.999162391304345,2008-11-17 5:17:8,2008-11-18 16:20:38,"[10235, 10257]"
22,116.32692318181817,39.99389790909092,2008-11-18 11:10:6,2008-11-18 11:35:56,"[10454, 10464]"
23,116.32073751111109,40.00784480000001,2008-11-17 16:15:28,2008-11-19 1:29:21,"[10830, 10874]"
24,116.32287672549018,40.008719156862746,2008-11-22 4:52:9,2008-11-22 5:19:4,"[11118, 11168]"
25,116.32089851111111,40.00932473333334,2008-11-20 4:5:26,2008-11-21 4:10:6,"[11306, 11350]"
26,116.32075392537311,40.0090788358209,2008-12-3 15:28:36,2008-12-3 15:53:5,"[11567, 11633]"
27,116.32277044117644,39.999836794117655,2008-12-12 4:42:40,2008-12-12 6:19:9,"[12570, 12603]"
28,116.32035937499997,40.00748856249999,2009-3-30 0:57:23,2009-3-30 3:47:22,"[12909, 12972]"
29,116.32663945999998,40.000001499999996,2009-3-30 6:20:30,2009-3-30 9:39:45,"[13673, 13722]"
30,116.32282010000002,40.010392933333335,2009-3-30 9:46:5,2009-3-30 10:9:20,"[13798, 13827]"
31,116.3270899423077,40.00015409615385,2009-3-30 10:17:45,2009-3-30 15:55:21,"[13928, 13979]"
32,116.32244581818182,40.0095543939394,2008-12-12 10:18:16,2009-4-1 20:23:41,"[14240, 14272]"
