,Longitude,Latitude,arriveTime,leftTime,scope
0,116.33895313402061,39.97723377319588,2008-10-28 16:24:32,2008-10-27 1:1:18,"[74, 170]"
1,116.34614804255321,39.98036119148938,2008-10-27 6:35:14,2008-10-27 9:44:17,"[358, 404]"
2,116.3382856470588,39.97627696078432,2008-10-27 10:26:47,2008-10-27 10:55:32,"[825, 875]"
3,116.34214974576274,39.97931040677966,2008-10-27 10:57:42,2008-10-27 13:13:53,"[901, 959]"
4,116.33932517021276,39.97455125531915,2008-10-31 4:1:56,2008-10-31 4:37:46,"[1476, 1522]"
5,116.33799043589738,39.97930243589743,2008-10-31 4:44:6,2008-10-31 6:18:31,"[1599, 1676]"
6,116.337893283105,39.980089908675815,2008-10-31 6:21:51,2008-10-31 6:43:51,"[1677, 1895]"
7,116.34530453424655,39.98133417808218,2008-10-31 7:1:38,2008-10-31 11:21:6,"[2078, 2150]"
8,116.33889484065928,39.980027840659325,2008-10-30 9:48:50,2008-10-30 10:15:40,"[2494, 2675]"
9,116.1376803779528,39.81108938582679,2008-10-28 2:22:32,2008-10-28 4:55:52,"[4175, 4301]"
10,116.1386848294931,39.81311738248847,2008-10-28 5:32:57,2008-10-28 5:57:3,"[4694, 4910]"
11,115.9870371822916,39.94101330208333,2008-10-26 4:22:54,2008-10-26 5:26:14,"[7888, 8079]"
12,115.98813970226537,39.94091164724918,2008-10-26 5:26:19,2008-10-26 5:49:54,"[8080, 8388]"
13,115.99884268791952,39.92566072483221,2008-10-26 7:20:24,2008-10-26 8:2:14,"[9449, 9746]"
14,116.18649809886548,39.90702220745549,2008-10-26 11:3:42,2008-10-26 12:7:57,"[11184, 11800]"
15,116.33785010204082,39.98024236734694,2008-10-29 0:37:30,2008-10-29 1:6:10,"[12112, 12160]"
16,116.3385684899329,39.980163181208056,2008-10-29 4:50:59,2008-10-29 7:20:10,"[12331, 12479]"
17,116.33829266923078,39.97532073846157,2008-10-29 10:3:18,2008-10-29 10:25:48,"[13034, 13163]"
18,116.34074606082747,39.975100246958654,2008-10-29 10:26:43,2008-10-29 11:54:3,"[13174, 13995]"
19,116.34214733333336,39.98299789462361,2008-10-29 12:8:28,2008-10-29 12:50:53,"[14143, 14607]"
20,116.34049817647058,39.98218123529413,2008-10-29 13:45:48,2008-10-29 15:47:43,"[14888, 14921]"
21,116.36079076223773,39.9594198339161,2008-10-31 11:50:51,2008-10-31 14:27:36,"[15057, 15628]"
22,116.69539797206706,40.56544973184356,2008-11-1 3:56:55,2008-11-1 4:17:5,"[17288, 17466]"
23,116.69551155188681,40.563678655660375,2008-11-1 4:17:10,2008-11-1 5:33:1,"[17467, 17678]"
24,116.7041259099526,40.565115447867306,2008-11-1 6:1:1,2008-11-1 6:42:46,"[18037, 18458]"
25,116.73190894423792,40.57940214498141,2008-11-1 8:22:41,2008-11-1 8:44:11,"[19581, 19849]"
26,116.33886521897814,39.98043540510948,2008-11-3 9:21:19,2008-11-3 10:5:14,"[20794, 21067]"
27,116.33892061780087,39.98059321465969,2008-11-3 10:5:19,2008-11-3 11:21:19,"[21068, 21640]"
28,116.33900918650788,39.9795908769841,2008-11-3 11:48:44,2008-11-3 13:53:16,"[21796, 22047]"
29,116.34469620454543,39.97998872727274,2008-11-3 13:57:1,2008-11-3 16:7:47,"[22093, 22136]"
30,116.34490997142858,39.98315157142857,2008-11-5 13:3:54,2008-11-5 14:33:47,"[22351, 22385]"
31,116.33492070446727,39.981628147766315,2008-11-5 15:34:31,2008-11-5 16:0:45,"[23052, 23342]"
32,116.33868499999998,39.98367994017094,2008-11-9 4:31:47,2008-11-9 4:57:50,"[24055, 24171]"
33,116.34196825806451,39.979398903225814,2008-11-9 7:32:53,2008-11-9 9:28:27,"[24385, 24415]"
34,116.3364016,39.976175,2008-11-9 9:57:42,2008-11-9 10:53:42,"[24731, 24735]"
35,116.32505384246578,39.9872872260274,2008-11-2 2:33:54,2008-11-2 3:42:31,"[25432, 25577]"
36,116.32942032857142,39.99169022857142,2008-11-2 4:2:41,2008-11-2 5:5:48,"[25704, 25773]"
37,116.34682815384613,39.98174515384617,2008-11-2 5:14:53,2008-11-2 10:29:44,"[25850, 25914]"
38,116.33308898734188,39.985534468354444,2008-11-2 10:47:51,2008-11-2 11:21:26,"[26135, 26292]"
39,116.33626503690039,39.975513439114394,2008-11-2 12:6:51,2008-11-2 12:28:51,"[26589, 26859]"
40,116.11434766225169,40.09073862251657,2008-11-4 4:18:42,2008-11-4 4:47:37,"[28034, 28184]"
41,116.10098665762709,40.08918083389828,2008-11-4 5:4:8,2008-11-4 6:9:23,"[28351, 28940]"
42,116.10410993886465,40.08758934497819,2008-11-4 6:36:28,2008-11-4 7:6:53,"[29286, 29514]"
43,116.1061542640449,40.0881874775281,2008-11-4 7:6:58,2008-11-4 7:32:33,"[29515, 29692]"
44,116.10489684600005,40.08829725799997,2008-11-4 7:32:38,2008-11-4 8:33:35,"[29693, 30192]"
45,116.33922803773586,39.98102076729559,2008-11-4 10:31:5,2008-11-4 10:54:15,"[31528, 31686]"
46,116.34139284569127,39.981278907815664,2008-11-4 10:54:20,2008-11-4 11:44:20,"[31687, 32185]"
47,116.11469288372089,40.09067547674418,2008-11-11 4:28:41,2008-11-11 4:53:54,"[33360, 33445]"
