,Longitude,Latitude,arriveTime,leftTime,scope
0,116.33896107142853,39.98159975510203,2008-11-5 11:56:8,2008-11-5 12:19:54,"[5397, 5494]"
1,116.34377433333334,39.979592538461546,2008-11-13 4:2:51,2008-11-13 5:52:45,"[5558, 5596]"
2,116.33971918627448,39.98080529411765,2008-11-13 6:47:0,2008-11-13 7:13:4,"[6165, 6266]"
3,116.34723058064519,39.86817233870968,2008-11-13 8:31:1,2008-11-13 8:59:28,"[6960, 7021]"
4,116.33766207142858,39.975319571428564,2008-11-13 10:15:44,2008-11-13 10:52:35,"[7304, 7317]"
5,116.34542758703081,39.983631433447044,2008-11-12 0:19:8,2008-11-12 1:42:28,"[7624, 8209]"
6,116.34061614814817,39.97998170370371,2008-11-12 1:55:8,2008-11-12 5:55:43,"[8355, 8381]"
7,116.34553767500002,39.97951255,2008-11-12 5:57:53,2008-11-12 7:48:44,"[8407, 8446]"
8,116.3452083165468,39.98398720863308,2008-11-12 7:52:14,2008-11-12 8:23:46,"[8488, 8765]"
9,116.34539034343425,39.98405054545454,2008-11-12 8:23:51,2008-11-12 8:48:26,"[8766, 8963]"
10,116.34002421052628,39.96173910526317,2008-11-6 6:33:51,2008-11-6 8:2:38,"[9647, 9722]"
11,116.34004117241379,39.980226724137935,2008-11-16 16:29:30,2008-11-17 11:56:36,"[11260, 11288]"
12,116.33883895454544,39.97961556060606,2008-11-17 11:56:41,2008-11-17 12:41:22,"[11289, 11354]"
13,116.34363599999999,39.98250261224491,2008-11-17 12:47:40,2008-11-16 6:3:35,"[11404, 11452]"
14,116.28260342790695,39.847122999999996,2008-11-16 7:30:0,2008-11-16 8:5:11,"[12525, 12739]"
15,116.34621202985082,39.98186059999999,2008-11-19 10:2:40,2008-11-19 10:44:30,"[13273, 13607]"
16,116.34624512328774,39.98191326027398,2008-11-19 11:6:13,2008-11-19 11:34:43,"[13694, 13985]"
17,116.3275447464789,39.97589190845068,2008-11-19 16:1:6,2008-11-19 21:54:59,"[14442, 14583]"
18,116.33875917391302,39.98420102173914,2008-11-8 10:30:1,2008-11-8 10:59:31,"[17191, 17236]"
19,116.33833201152741,39.95163928818444,2008-11-21 10:30:20,2008-11-21 10:57:50,"[17771, 18117]"
20,116.33958067213112,39.980701278688535,2008-11-21 15:22:8,2008-11-23 6:20:26,"[20989, 21049]"
21,116.33817517045459,39.981130113636375,2008-11-23 7:1:46,2008-12-1 10:56:8,"[21434, 21521]"
22,116.33926631428572,39.979176361904756,2008-12-1 10:56:48,2008-12-1 11:28:50,"[21529, 21633]"
23,117.1491425,39.128104666666665,2008-12-6 11:1:47,2008-12-6 12:36:59,"[21756, 21773]"
24,117.15164490797547,39.12838937423314,2008-12-6 12:37:29,2008-12-6 12:58:23,"[21779, 21941]"
25,116.33999537948714,39.98118795897439,2008-12-9 4:16:57,2008-12-4 7:31:51,"[23136, 23330]"
26,116.33987075555562,39.98109594222226,2008-12-10 11:54:37,2008-12-7 17:24:51,"[25608, 26282]"
27,116.33967811448123,39.981266882583085,2008-12-7 17:56:21,2008-12-7 20:22:46,"[26637, 27658]"
28,116.33919979289948,39.981309674556215,2008-12-7 20:22:51,2008-12-7 20:43:26,"[27659, 27827]"
29,116.33911598165142,39.98135449541285,2008-12-7 20:43:31,2008-12-7 21:12:51,"[27828, 28154]"
30,116.34001134224596,39.98106111764709,2008-12-7 21:12:56,2008-12-7 22:23:1,"[28155, 28715]"
31,116.34012363598326,39.980743012552296,2008-12-7 22:27:41,2008-12-7 23:39:56,"[28771, 29009]"
32,117.14357160000002,39.090623199999996,2008-12-7 3:5:46,2008-12-7 6:7:4,"[29055, 29079]"
33,117.14299445454549,39.10697930303031,2008-12-7 6:19:44,2008-12-7 9:20:38,"[29191, 29223]"
34,116.28333964601771,39.84720692920354,2008-12-7 12:7:5,2008-12-7 12:29:25,"[30709, 30821]"
35,116.33989428846156,39.98099301923075,2008-12-7 13:36:53,2008-12-11 4:32:3,"[31656, 31707]"
